TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"김포공항","202504","블로그","0.00000",,,,"4.40000","11196.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","6822221.00000","7629496.00000","-10.60000","67206312.00000","57179077.00000","10027235.00000"
"명동성당","202504","블로그","0.00000",,,,"4.70000","9453.00000","대성당","37.5633245","126.9872338","서울특별시 중구 명동길 74","서울특별시","중구","12161355.00000","12871649.00000","-5.50000","309192808.00000","193262398.00000","115930410.00000"
"서울관광재단","202504","블로그","0.00000",,,,"4.90000","11.00000","재단","37.5685861","126.9871543","서울특별시 종로구 청계천로 85","서울특별시","종로구","11936438.00000","13247027.00000","-9.90000","80442389.00000","54299851.00000","26142538.00000"
"자갈치시장","202504","블로그","0.00000",,,,"4.00000","25800.00000","수산 시장","35.0966394","129.0305933","부산광역시 중구 남포동5가 105-1","부산광역시","중구","3064705.00000","3258675.00000","-6.00000","21916017.00000","14438726.00000","7477291.00000"
"광장시장","202504","엑스(구 트위터)","0.00000",,,,"4.20000","42763.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","예지동","11936438.00000","13247027.00000","-9.90000","80442389.00000","54299851.00000","26142538.00000"
"성수동","202504","엑스(구 트위터)","0.00000",,,,"4.60000","20.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6105130.00000","6828433.00000","-10.60000","36869169.00000","27038314.00000","9830855.00000"
"압구정동","202504","엑스(구 트위터)","0.00000",,,,"4.30000","221.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
"명동","202504","엑스(구 트위터)","0.00000",,,,"4.30000","24680.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","12161355.00000","12871649.00000","-5.50000","309192808.00000","193262398.00000","115930410.00000"
"서울랜드","202504","인스타그램","6.00000","6.00000",,"1.00000","4.30000","13719.00000","놀이공원","37.4341563","127.0201267","경기도 과천시 막계동 70-4","경기도","과천시","1834094.00000","1725213.00000","6.30000","5414891.00000","5291060.00000","123831.00000"
"강남","202504","인스타그램","465.00000","100.00000","165.00000","-0.40000","4.10000","594.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
"영종도","202504","인스타그램","12.00000",,"6.00000","-1.00000","4.20000","81.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천","중구","7518427.00000","8447425.00000","-11.00000","115663113.00000","69560219.00000","46102894.00000"
"세빛둥둥섬","202504","인스타그램","0.00000",,,,"4.20000","177.00000","섬","37.35957","127.10539","서울시 서초구 올림픽대로","서울시","서초구","15152802.00000","15777590.00000","-4.00000","116320687.00000","90867962.00000","25452725.00000"
