TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE,FILE_YM,CATEGORY,CHNNEL_NM_NORM,DATE
명동,202505,네이버카페,0.0,,,,4.3,24824.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,네이버카페,2025-05-01
강남,202505,네이버카페,20.0,12.0,8.0,0.5,4.1,595.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,네이버카페,2025-05-01
ddp 동대문디자인플라자,202505,뉴스,90.0,14.0,,1.0,4.3,30328.0,문화센터,37.5665256,127.0092236,서울특별시 중구 을지로 281,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
서울드래곤시티,202505,뉴스,0.0,,,,4.3,4510.0,5성급 호텔,37.5319199,126.9624425,서울특별시 용산구 청파로20길 95 스카이킹덤 31F,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,뉴스,2025-05-01
서울광장,202505,뉴스,0.0,,,,4.3,3362.0,공원,37.5655675,126.978014,서울특별시 중구 태평로2가 375,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
황리단길,202505,뉴스,0.0,,,,4.2,7334.0,관광 명소,35.8376609,129.209724,경상북도 경주시 황남동 포석로 일대,경상북도,경주시,4547774.0,4025546.0,13.0,24207305.0,22515712.0,1691593.0,202505,KBEAUTY,뉴스,2025-05-01
북촌한옥마을,202505,뉴스,0.0,,,,4.4,20515.0,명소,37.5814696,126.9849519,서울특별시 종로구 가회동 30-9,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
부산프리미엄아울렛,202505,뉴스,0.0,,,,4.1,6341.0,아울렛몰,35.3235465,129.2358573,부산광역시 기장군 장안읍 정관로 1133 사이먼부산 1F,부산광역시,기장군,3903616.0,3149531.0,23.9,42403154.0,34432876.0,7970278.0,202505,KBEAUTY,뉴스,2025-05-01
부산아시아드주경기장,202505,뉴스,0.0,,,,4.2,864.0,경기장,35.1899786,129.0582686,부산광역시 연제구 월드컵대로 344,부산광역시,연제구,2837303.0,2512268.0,12.9,14483135.0,14295679.0,187456.0,202505,KBEAUTY,뉴스,2025-05-01
명동,202505,뉴스,225.0,54.0,42.0,0.3,4.3,24824.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
롯데월드,202505,뉴스,0.0,,,,4.3,47131.0,테마파크,37.5111158,127.098167,서울특별시 송파구 송파대로 521,서울특별시,송파구,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,뉴스,2025-05-01
레고랜드,202505,뉴스,0.0,,,,4.3,4020.0,테마파크,37.8847787,127.6970027,강원특별자치도 춘천시 하중도길 128,강원특별자치도,춘천시,2925576.0,2179831.0,34.2,18243641.0,17614071.0,629570.0,202505,KBEAUTY,뉴스,2025-05-01
뚝섬,202505,뉴스,4.0,,,,4.6,641.0,공원,37.547206,127.047405,서울특별시 성수1가제2동 뚝섬,서울특별시,성수1가제2동,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,뉴스,2025-05-01
동대문,202505,뉴스,100.0,4.0,8.0,-0.5,4.4,7594.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5325645.0,4569274.0,16.6,19334953.0,17689231.0,1645722.0,202505,KBEAUTY,뉴스,2025-05-01
덕수궁,202505,뉴스,0.0,,,,4.6,19718.0,문화적 랜드마크,37.5658049,126.9751461,서울특별시 중구 세종대로 99,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
더현대서울,202505,뉴스,20.0,12.0,,1.0,4.4,10392.0,백화점,37.5260497,126.928296,서울특별시 영등포구 여의대로 108,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,뉴스,2025-05-01
대천해수욕장,202505,뉴스,0.0,,,,4.4,482.0,해변,36.3055967,126.5160485,충청남도 보령시 신흑동 1345,충청남도,보령시,1725815.0,1347570.0,28.1,6381382.0,6313642.0,67740.0,202505,KBEAUTY,뉴스,2025-05-01
대전컨벤션센터,202505,뉴스,0.0,,,,4.0,2173.0,컨벤션센터,36.375216,127.391775,대전광역시 유성구 엑스포로 107,대전광역시,유성구,5801505.0,4892772.0,18.6,42837627.0,41233413.0,1604214.0,202505,KBEAUTY,뉴스,2025-05-01
대전지방법원,202505,뉴스,8.0,8.0,,1.0,3.6,28.0,시 법원,36.3542962,127.3892728,대전광역시 서구 둔산중로78번길 45,대전광역시,서구,6042799.0,5006183.0,20.7,23500976.0,23058913.0,442063.0,202505,KBEAUTY,뉴스,2025-05-01
대릉원,202505,뉴스,0.0,,,,4.5,3412.0,무덤,35.8381806,129.2106611,경상북도 경주시 황남동 257-1,경상북도,경주시,4547774.0,4025546.0,13.0,24207305.0,22515712.0,1691593.0,202505,KBEAUTY,뉴스,2025-05-01
대구두류공원,202505,뉴스,0.0,,,,4.4,665.0,시티 공원,35.8490831,128.5590797,대구광역시 달서구 공원순환로 36 두류공원,대구광역시,달서구,5231264.0,4337347.0,20.6,23106332.0,22321177.0,785155.0,202505,KBEAUTY,뉴스,2025-05-01
논현동,202505,뉴스,4.0,,4.0,-1.0,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
논현,202505,뉴스,4.0,,4.0,-1.0,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
남대문시장,202505,뉴스,4.0,,,,4.2,27462.0,시장,37.5591786,126.9776692,서울특별시 남창동 46-10번지 윙스 1층 66호 중구 서울특별시 KR,서울특별시,남창동,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
서울로7017,202505,뉴스,0.0,,,,4.2,6665.0,시티 공원,37.5567137,126.9695753,서울특별시 중구 한강대로 405,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
서울숲공원,202505,뉴스,4.0,,,,4.6,10352.0,공원,37.5443878,127.0374424,서울특별시 성동구 성수동1가 678-1,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,뉴스,2025-05-01
서울신라호텔,202505,뉴스,0.0,,,,4.6,7279.0,5성급 호텔,37.5559034,127.0052509,서울특별시 중구 동호로 249,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
남대문로,202505,뉴스,0.0,,,,4.2,27462.0,시장,37.5636651,126.9805629,서울특별시 중구 소공동 59-1,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
해비치호텔,202505,뉴스,0.0,,,,4.5,5654.0,5성급 호텔,33.3233757,126.8447677,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도,서귀포시,4038937.0,3594356.0,12.4,36255589.0,27225793.0,9029796.0,202505,KBEAUTY,뉴스,2025-05-01
한강 공원,202505,뉴스,0.0,,,,4.3,639.0,공원,37.5270005,127.0198894,서울특별시 강남구 압구정동 387,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
포시즌스호텔,202505,뉴스,0.0,,,,4.6,7002.0,5성급 호텔,37.5706978,126.9755073,서울특별시 종로구 당주동 새문안로 97,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
포스코국제관,202505,뉴스,0.0,,,,4.7,299.0,공과대학교,36.0139879,129.3210672,경상북도 포항시 남구 지곡동 253,경상북도,포항시,5629687.0,4558928.0,23.5,23847077.0,22993246.0,853831.0,202505,KBEAUTY,뉴스,2025-05-01
파르나스몰,202505,뉴스,0.0,,,,4.3,444.0,쇼핑몰,37.5091322,127.0608511,서울특별시 KR 서울특별시 강남구 삼성동 159-8번지 그랜드인터콘티넨탈호텔 지하1층 F34호,서울특별시,KR,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
코엑스몰,202505,뉴스,158.0,64.0,4.0,15.0,4.3,23944.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,영동대로,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
청계천,202505,뉴스,0.0,,,,4.5,9413.0,공원,37.5691015,126.9786692,서울특별시 중구 무교동 80-1,서울특별시,중구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
첨성대,202505,뉴스,0.0,,,,4.5,19825.0,역사적 장소,35.8346828,129.2190631,경상북도 경주시 인왕동 839-1,경상북도,경주시,4547774.0,4025546.0,13.0,24207305.0,22515712.0,1691593.0,202505,KBEAUTY,뉴스,2025-05-01
중앙박물관,202505,뉴스,0.0,,,,4.7,26245.0,국립박물관,37.5238506,126.9804702,서울특별시 용산구 서빙고로 137,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,뉴스,2025-05-01
전주 한옥마을,202505,뉴스,0.0,,,,4.1,28793.0,관광 명소,35.8175376,127.1520417,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도,전주시,8068052.0,6515260.0,23.8,28003162.0,26948643.0,1054519.0,202505,KBEAUTY,뉴스,2025-05-01
서울시청,202505,뉴스,0.0,,,,4.3,805.0,시청,37.550263,126.9970831,서울특별시 중구 세종대로 110,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
잠실,202505,뉴스,76.0,,,,4.4,10066.0,야구장,37.5067945,127.0830482,서울특별시 잠실본동 218-11,서울특별시,잠실본동,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,뉴스,2025-05-01
인천항,202505,뉴스,0.0,,,,4.3,38.0,항구,37.4594575,126.6256454,인천광역시 중구 항동7가 1-58,인천광역시,중구,9083543.0,7518427.0,20.8,125402626.0,70143569.0,55259057.0,202505,KBEAUTY,뉴스,2025-05-01
인천문학경기장,202505,뉴스,0.0,,,,4.2,2174.0,경기장,37.4350619,126.6907212,인천광역시 미추홀구 문학동 482,인천광역시,미추홀구,4235168.0,3645887.0,16.2,21870660.0,20524825.0,1345835.0,202505,KBEAUTY,뉴스,2025-05-01
인천국제공항,202505,뉴스,28.0,14.0,,1.0,4.5,31827.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,9083543.0,7518427.0,20.8,125402626.0,70143569.0,55259057.0,202505,KBEAUTY,뉴스,2025-05-01
인사동,202505,뉴스,4.0,,,,4.3,13062.0,관광 명소,37.5717174,126.9860732,서울특별시 종로구 인사동 153-10,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
역삼동,202505,뉴스,0.0,,,,3.7,41.0,수입업체,37.5000776,127.0385419,서울특별시 강남구 논현로 432,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
압구정동,202505,뉴스,30.0,26.0,,1.0,4.3,224.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
신촌,202505,뉴스,0.0,,,,4.7,1683.0,대학교,37.5650797,126.9399549,서울특별시 서대문구 연세로 50-1,서울특별시,서대문구,7902072.0,6878830.0,14.9,26026328.0,18950936.0,7075392.0,202505,KBEAUTY,뉴스,2025-05-01
소공동,202505,뉴스,0.0,,,,4.6,563.0,역사적 명소,37.5644131,126.9749183,서울특별시 중구 덕수궁길 15,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,뉴스,2025-05-01
성수동,202505,뉴스,303.0,94.0,80.0,0.2,4.6,22.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,뉴스,2025-05-01
성산 일출봉,202505,뉴스,4.0,,,,4.7,1652.0,산봉우리,33.4180535,126.8648302,제주특별자치도 서귀포시 성산읍 난산리 1672,제주특별자치도,서귀포시,4038937.0,3594356.0,12.4,36255589.0,27225793.0,9029796.0,202505,KBEAUTY,뉴스,2025-05-01
자갈치시장,202505,뉴스,8.0,,,,4.0,25912.0,수산 시장,35.0966394,129.0305933,부산광역시 중구 남포동5가 105-1,부산광역시,중구,3629027.0,3064705.0,18.4,23825057.0,16946783.0,6878274.0,202505,KBEAUTY,뉴스,2025-05-01
낙산공원,202505,뉴스,0.0,,,,4.5,5830.0,공원,37.5806571,127.0074835,서울특별시 종로구 낙산길 41 낙산공원,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
서울관광재단,202505,뉴스,0.0,,,,4.9,11.0,재단,37.5685861,126.9871543,서울특별시 종로구 청계천로 85,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
경복궁,202505,뉴스,0.0,,,,4.6,44027.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
가로수길,202505,뉴스,4.0,,4.0,-1.0,4.3,253.0,관광 명소,37.5210566,127.0228686,서울특별시 강남구 신사동 667-13,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
광화문,202505,뉴스,10.0,10.0,,1.0,4.4,13240.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,뉴스,2025-05-01
ifc몰,202505,뉴스,0.0,,,,4.4,1932.0,쇼핑몰,37.5250243,126.9258867,서울특별시 영등포구 여의동 23,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,뉴스,2025-05-01
광안대교,202505,뉴스,0.0,,,,4.6,844.0,다리,35.147551,129.1302088,부산광역시 부산진구 새싹로 174,부산광역시,부산진구,3655295.0,2907453.0,25.7,17691799.0,15631834.0,2059965.0,202505,KBEAUTY,뉴스,2025-05-01
국립중앙박물관,202505,뉴스,0.0,,,,4.7,26245.0,국립박물관,37.5238506,126.9804702,서울특별시 용산구 서빙고로 137,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,뉴스,2025-05-01
강남,202505,뉴스,302.0,16.0,36.0,-0.6,4.1,595.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,뉴스,2025-05-01
고척스카이돔,202505,뉴스,0.0,,,,4.4,1513.0,야구장,37.498931,126.8670866,서울특별시 구로구 고척동 63-6,서울특별시,구로구,6397678.0,5406737.0,18.3,27952728.0,26252750.0,1699978.0,202505,KBEAUTY,뉴스,2025-05-01
국회도서관,202505,뉴스,0.0,,,,4.5,251.0,국립 도서관,37.5311396,126.9170175,서울특별시 영등포구 여의동 1,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,뉴스,2025-05-01
국립국악원,202505,뉴스,0.0,,,,4.5,974.0,아트 센트,37.477,127.0086,서울특별시 서초구 남부순환로 2364,서울특별시,서초구,16509244.0,15152802.0,9.0,120976205.0,97933093.0,23043112.0,202505,KBEAUTY,뉴스,2025-05-01
거제,202505,뉴스,0.0,,,,4.3,215.0,섬,34.8931951,128.6091247,경상남도 거제시 장평동 7-9,경상남도,거제시,2232037.0,1675964.0,33.2,10333871.0,9252287.0,1081584.0,202505,KBEAUTY,뉴스,2025-05-01
강남,202505,다음카페,0.0,,,,4.1,595.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,다음카페,2025-05-01
성수동,202505,다음카페,0.0,,,,4.6,22.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,다음카페,2025-05-01
자갈치시장,202505,블로그,0.0,,,,4.0,25912.0,수산 시장,35.0966394,129.0305933,부산광역시 중구 남포동5가 105-1,부산광역시,중구,3629027.0,3064705.0,18.4,23825057.0,16946783.0,6878274.0,202505,KBEAUTY,블로그,2025-05-01
코엑스몰,202505,블로그,60.0,20.0,32.0,-0.4,4.3,23944.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,영동대로,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
광화문,202505,블로그,0.0,,,,4.4,13240.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,블로그,2025-05-01
롯데월드,202505,블로그,0.0,,,,4.3,47131.0,테마파크,37.5111158,127.098167,서울특별시 송파구 송파대로 521,서울특별시,송파구,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,블로그,2025-05-01
이태원,202505,블로그,8.0,,,,4.3,287.0,관광 명소,37.5385051,126.9925224,서울특별시 용산구 이태원동 213-4,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,블로그,2025-05-01
가로수길,202505,블로그,0.0,,,,4.3,253.0,관광 명소,37.5210566,127.0228686,서울특별시 강남구 신사동 667-13,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
예술의전당,202505,블로그,8.0,8.0,,1.0,4.6,11965.0,아트 센터,37.4792903,127.0128613,서울특별시 서초구 남부순환로 2406,서울특별시,서초구,16509244.0,15152802.0,9.0,120976205.0,97933093.0,23043112.0,202505,KBEAUTY,블로그,2025-05-01
명동,202505,블로그,57.0,8.0,,1.0,4.3,24824.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,블로그,2025-05-01
명동성당,202505,블로그,0.0,,,,4.7,9497.0,대성당,37.5633245,126.9872338,서울특별시 중구 명동길 74,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,블로그,2025-05-01
역삼동,202505,블로그,44.0,,4.0,-1.0,3.7,41.0,수입업체,37.5000776,127.0385419,서울특별시 강남구 논현로 432,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
지리산국립공원,202505,블로그,12.0,,,,4.2,30.0,국립공원,35.307,127.6136,경상남도 하동군 화개면 대성리,경상남도,하동군,748433.0,775124.0,-3.4,1753533.0,1734425.0,19108.0,202505,KBEAUTY,블로그,2025-05-01
경복궁,202505,블로그,0.0,,,,4.6,44027.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,블로그,2025-05-01
강남,202505,블로그,600.0,4.0,40.0,-0.9,4.1,595.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
성수동,202505,블로그,24.0,,8.0,-1.0,4.6,22.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,블로그,2025-05-01
압구정동,202505,블로그,4.0,,,,4.3,224.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
서울광장,202505,블로그,0.0,,,,4.3,3362.0,공원,37.5655675,126.978014,서울특별시 중구 태평로2가 375,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,블로그,2025-05-01
서울대학교,202505,블로그,0.0,,,,4.4,2028.0,공립대학교,37.4648267,126.9571988,서울특별시 관악구 관악로,서울특별시,관악구,6209903.0,5196943.0,19.5,19901021.0,19200009.0,701012.0,202505,KBEAUTY,블로그,2025-05-01
잠실,202505,블로그,12.0,,4.0,-1.0,4.4,10066.0,야구장,37.5067945,127.0830482,서울특별시 잠실본동 218-11,서울특별시,잠실본동,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,블로그,2025-05-01
동대문,202505,블로그,0.0,,,,4.4,7594.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5325645.0,4569274.0,16.6,19334953.0,17689231.0,1645722.0,202505,KBEAUTY,블로그,2025-05-01
인천국제공항,202505,블로그,0.0,,,,4.5,31827.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,9083543.0,7518427.0,20.8,125402626.0,70143569.0,55259057.0,202505,KBEAUTY,블로그,2025-05-01
고척스카이돔,202505,블로그,0.0,,,,4.4,1513.0,야구장,37.498931,126.8670866,서울특별시 구로구 고척동 63-6,서울특별시,구로구,6397678.0,5406737.0,18.3,27952728.0,26252750.0,1699978.0,202505,KBEAUTY,블로그,2025-05-01
세브란스병원,202505,블로그,0.0,,,,3.7,455.0,대학병원,37.5623371,126.9408692,서울특별시 서대문구 신촌동 연세로 50-1,서울특별시,서대문구,7902072.0,6878830.0,14.9,26026328.0,18950936.0,7075392.0,202505,KBEAUTY,블로그,2025-05-01
서울숲공원,202505,블로그,0.0,,,,4.6,10352.0,공원,37.5443878,127.0374424,서울특별시 성동구 성수동1가 678-1,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,블로그,2025-05-01
삼성서울병원,202505,블로그,0.0,,,,4.0,514.0,종합병원,37.4881193,127.0849885,서울특별시 강남구 일원로 81 삼성서울병원,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
서울관광재단,202505,블로그,0.0,,,,4.9,11.0,재단,37.5685861,126.9871543,서울특별시 종로구 청계천로 85,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,블로그,2025-05-01
중앙시장,202505,블로그,0.0,,,,4.0,2791.0,재래시장,37.5661516,127.0196647,서울특별시 중구 퇴계로85길 22,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,블로그,2025-05-01
대전컨벤션센터,202505,블로그,0.0,,,,4.0,2173.0,컨벤션센터,36.375216,127.391775,대전광역시 유성구 엑스포로 107,대전광역시,유성구,5801505.0,4892772.0,18.6,42837627.0,41233413.0,1604214.0,202505,KBEAUTY,블로그,2025-05-01
대화역,202505,블로그,0.0,,,,4.2,9.0,교통 허브,37.6758831,126.7477558,고양시 대화역,고양시,대화역,14998700.0,12924919.0,16.0,70893078.0,68318506.0,2574572.0,202505,KBEAUTY,블로그,2025-05-01
김포공항,202505,블로그,0.0,,,,4.4,11237.0,국제공항,37.5655383,126.8013282,서울특별시 강서구 하늘길 112 김포국제공항 (GMP),서울특별시,강서구,8395793.0,6822221.0,23.1,66583386.0,57533498.0,9049888.0,202505,KBEAUTY,블로그,2025-05-01
독립기념관,202505,블로그,0.0,,,,4.6,9595.0,역사 박물관,36.7812042,127.2264822,충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관,충청남도,천안시,8487478.0,7134844.0,19.0,38436186.0,37287526.0,1148660.0,202505,KBEAUTY,블로그,2025-05-01
논현동,202505,블로그,0.0,,,,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,블로그,2025-05-01
ddp 동대문디자인플라자,202505,블로그,0.0,,,,4.3,30328.0,문화센터,37.5665256,127.0092236,서울특별시 중구 을지로 281,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,블로그,2025-05-01
광장시장,202505,엑스(구 트위터),0.0,,,,4.2,42915.0,재래시장,37.5700398,126.9996036,서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR,서울특별시,예지동,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
명동,202505,엑스(구 트위터),0.0,,,,4.3,24824.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
성수동,202505,엑스(구 트위터),0.0,,,,4.6,22.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
