TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE,FILE_YM,CATEGORY,CHNNEL_NM_NORM,DATE
남산,202505,엑스(구 트위터),2.0,2.0,,1.0,4.7,676.0,산봉우리,37.5537586,126.9809696,서울특별시 중구 회현동1가 100-166,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
경복궁,202505,엑스(구 트위터),4.0,4.0,,1.0,4.6,44027.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
압구정동,202505,엑스(구 트위터),0.0,,,,4.3,224.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,엑스(구트위터),2025-05-01
논현,202505,인스타그램,20.0,4.0,4.0,,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
국회의사당,202505,인스타그램,0.0,,,,4.1,396.0,관공서,37.5318046,126.9141547,서울특별시 영등포구 여의동 1,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,인스타그램,2025-05-01
ddp 동대문디자인플라자,202505,인스타그램,20.0,,,,4.3,30328.0,문화센터,37.5665256,127.0092236,서울특별시 중구 을지로 281,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,인스타그램,2025-05-01
까치산,202505,인스타그램,0.0,,,,4.1,701.0,시장,37.5317675,126.8467055,서울특별시 까치산역,서울특별시,까치산역,8395793.0,6822221.0,23.1,66583386.0,57533498.0,9049888.0,202505,KBEAUTY,인스타그램,2025-05-01
성산 일출봉,202505,인스타그램,0.0,,,,4.7,1652.0,산봉우리,33.4180535,126.8648302,제주특별자치도 서귀포시 성산읍 난산리 1672,제주특별자치도,서귀포시,4038937.0,3594356.0,12.4,36255589.0,27225793.0,9029796.0,202505,KBEAUTY,인스타그램,2025-05-01
독립기념관,202505,인스타그램,0.0,,,,4.6,9595.0,역사 박물관,36.7812042,127.2264822,충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관,충청남도,천안시,8487478.0,7134844.0,19.0,38436186.0,37287526.0,1148660.0,202505,KBEAUTY,인스타그램,2025-05-01
서울시청,202505,인스타그램,0.0,,,,4.3,805.0,시청,37.550263,126.9970831,서울특별시 중구 세종대로 110,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,인스타그램,2025-05-01
서울숲공원,202505,인스타그램,0.0,,,,4.6,10352.0,공원,37.5443878,127.0374424,서울특별시 성동구 성수동1가 678-1,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,인스타그램,2025-05-01
논현동,202505,인스타그램,4.0,4.0,,1.0,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
국회도서관,202505,인스타그램,0.0,,,,4.5,251.0,국립 도서관,37.5311396,126.9170175,서울특별시 영등포구 여의동 1,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,인스타그램,2025-05-01
하남스타필드,202505,인스타그램,0.0,,,,4.3,18595.0,쇼핑몰,37.5454054,127.223858,경기도 하남시 미사대로 750 스타필드 하남 1층,경기도,하남시,5378726.0,4517583.0,19.1,32886604.0,32280260.0,606344.0,202505,KBEAUTY,인스타그램,2025-05-01
서울드래곤시티,202505,인스타그램,0.0,,,,4.3,4510.0,5성급 호텔,37.5319199,126.9624425,서울특별시 용산구 청파로20길 95 스카이킹덤 31F,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,인스타그램,2025-05-01
잠실,202505,인스타그램,120.0,80.0,32.0,1.5,4.4,10066.0,야구장,37.5067945,127.0830482,서울특별시 잠실본동 218-11,서울특별시,잠실본동,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,인스타그램,2025-05-01
일산호수공원,202505,인스타그램,0.0,,,,4.5,7444.0,공원,37.6567441,126.7662508,경기도 고양시 일산동구 호수로 595 일산호수공원,경기도,고양시,14998700.0,12924919.0,16.0,70893078.0,68318506.0,2574572.0,202505,KBEAUTY,인스타그램,2025-05-01
하이원스키장,202505,인스타그램,0.0,,,,4.4,4195.0,스키장,37.2074566,128.8253198,강원특별자치도 정선군 고한읍 하이원길 265-1,강원특별자치도,정선군,875119.0,577825.0,51.5,3174166.0,3043192.0,130974.0,202505,KBEAUTY,인스타그램,2025-05-01
강남,202505,인스타그램,513.0,48.0,100.0,-0.5,4.1,595.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
성신여대입구,202505,인스타그램,60.0,,,,4.0,347.0,시장,37.592709,127.016539,서울특별시 성신여대입구역,서울특별시,성신여대입구역,5083375.0,4267938.0,19.1,16540959.0,15390931.0,1150028.0,202505,KBEAUTY,인스타그램,2025-05-01
예술의전당,202505,인스타그램,4.0,4.0,,1.0,4.6,11965.0,아트 센터,37.4792903,127.0128613,서울특별시 서초구 남부순환로 2406,서울특별시,서초구,16509244.0,15152802.0,9.0,120976205.0,97933093.0,23043112.0,202505,KBEAUTY,인스타그램,2025-05-01
해운대해수욕장,202505,인스타그램,20.0,,,,4.6,2361.0,해변,35.1719465,129.1741038,부산광역시 해운대구 좌동 998-11,부산광역시,해운대구,6387265.0,5141202.0,24.2,78047067.0,51295254.0,26751813.0,202505,KBEAUTY,인스타그램,2025-05-01
영종도,202505,인스타그램,12.0,,,,4.2,82.0,섬,37.5001,126.5358,인천 중구 운남동 671-3,인천,중구,9083543.0,7518427.0,20.8,125402626.0,70143569.0,55259057.0,202505,KBEAUTY,인스타그램,2025-05-01
익선동,202505,인스타그램,12.0,,,,4.2,7731.0,명소,37.5743484,126.9897057,서울특별시 종로구 익선동 93,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,인스타그램,2025-05-01
역삼동,202505,인스타그램,0.0,,,,3.7,41.0,수입업체,37.5000776,127.0385419,서울특별시 강남구 논현로 432,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
압구정로,202505,인스타그램,0.0,,,,4.3,224.0,관광 명소,37.5263577,127.0335584,서울특별시 강남구 언주로 852,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
압구정동,202505,인스타그램,230.0,46.0,62.0,-0.3,4.3,224.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
성수동,202505,인스타그램,36.0,16.0,4.0,3.0,4.6,22.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,인스타그램,2025-05-01
거제,202505,인스타그램,20.0,6.0,,1.0,4.3,215.0,섬,34.8931951,128.6091247,경상남도 거제시 장평동 7-9,경상남도,거제시,2232037.0,1675964.0,33.2,10333871.0,9252287.0,1081584.0,202505,KBEAUTY,인스타그램,2025-05-01
강변,202505,인스타그램,4.0,,4.0,-1.0,4.1,814.0,전자제품 판매점,37.535098,127.094695,서울특별시 광진구 강변역로 53 강변,서울특별시,광진구,7109840.0,5887682.0,20.8,37160389.0,23762863.0,13397526.0,202505,KBEAUTY,인스타그램,2025-05-01
숭례문,202505,인스타그램,0.0,,,,4.5,791.0,역사적 명소,37.559984,126.9753071,서울특별시 중구 남대문로4가 29,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,인스타그램,2025-05-01
송리단길,202505,인스타그램,0.0,,,,4.1,119.0,관광 명소,37.50925,127.1105712,서울특별시 송파구 백제고분로45길 5,서울특별시,송파구,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,인스타그램,2025-05-01
건대입구,202505,인스타그램,0.0,,,,4.1,822.0,쇼핑몰,37.540372,127.069276,서울특별시 화양동 건대입구,서울특별시,화양동,7109840.0,5887682.0,20.8,37160389.0,23762863.0,13397526.0,202505,KBEAUTY,인스타그램,2025-05-01
인천국제공항,202505,인스타그램,6.0,,6.0,-1.0,4.5,31827.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,9083543.0,7518427.0,20.8,125402626.0,70143569.0,55259057.0,202505,KBEAUTY,인스타그램,2025-05-01
세빛둥둥섬,202505,인스타그램,0.0,,,,4.2,178.0,섬,37.35957,127.10539,서울시 서초구 올림픽대로,서울시,서초구,16509244.0,15152802.0,9.0,120976205.0,97933093.0,23043112.0,202505,KBEAUTY,인스타그램,2025-05-01
서울대학교,202505,인스타그램,52.0,36.0,,1.0,4.4,2028.0,공립대학교,37.4648267,126.9571988,서울특별시 관악구 관악로,서울특별시,관악구,6209903.0,5196943.0,19.5,19901021.0,19200009.0,701012.0,202505,KBEAUTY,인스타그램,2025-05-01
인사동,202505,인스타그램,0.0,,,,4.3,13062.0,관광 명소,37.5717174,126.9860732,서울특별시 종로구 인사동 153-10,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,인스타그램,2025-05-01
포천시장,202505,인스타그램,0.0,,,,4.1,557.0,시장,37.8982868,127.2041251,경기도 포천시 신읍동 193-13,경기도,포천시,2772115.0,2058301.0,34.7,17827797.0,17503392.0,324405.0,202505,KBEAUTY,인스타그램,2025-05-01
서울랜드,202505,인스타그램,6.0,,6.0,-1.0,4.3,13754.0,놀이공원,37.4341563,127.0201267,경기도 과천시 막계동 70-4,경기도,과천시,2285976.0,1834094.0,24.6,6105580.0,5993072.0,112508.0,202505,KBEAUTY,인스타그램,2025-05-01
가로수길,202505,인스타그램,8.0,,,,4.3,253.0,관광 명소,37.5210566,127.0228686,서울특별시 강남구 신사동 667-13,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
몽촌토성,202505,인스타그램,50.0,38.0,12.0,2.2,4.8,17.0,역사적 명소,37.5216278,127.1191596,서울특별시 KR 서울특별시 송파구 올림픽로 424 망월봉,서울특별시,KR,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,인스타그램,2025-05-01
명동성당,202505,인스타그램,6.0,,6.0,-1.0,4.7,9497.0,대성당,37.5633245,126.9872338,서울특별시 중구 명동길 74,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,인스타그램,2025-05-01
명동,202505,인스타그램,56.0,18.0,8.0,1.2,4.3,24824.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13128724.0,12161355.0,8.0,295899298.0,170462842.0,125436456.0,202505,KBEAUTY,인스타그램,2025-05-01
충장로,202505,인스타그램,54.0,30.0,,1.0,4.3,948.0,영화관,35.1498383,126.9139162,광주광역시 동구 충장로4가 36-1,광주광역시,동구,3139741.0,2577697.0,21.8,12423902.0,12182873.0,241029.0,202505,KBEAUTY,인스타그램,2025-05-01
국립민속박물관,202505,인스타그램,0.0,,,,4.6,3289.0,국립박물관,37.5816456,126.9789948,서울특별시 종로구 팔판동 139-1,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,인스타그램,2025-05-01
더현대서울,202505,인스타그램,6.0,,,,4.4,10392.0,백화점,37.5260497,126.928296,서울특별시 영등포구 여의대로 108,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,인스타그램,2025-05-01
부천시청,202505,인스타그램,4.0,4.0,,1.0,4.2,356.0,시청,37.504681,126.763618,경기도 부천시 원미구 중동 길주로 부천시청,경기도,부천시,10888738.0,9286623.0,17.3,45852151.0,42745896.0,3106255.0,202505,KBEAUTY,인스타그램,2025-05-01
리버사이드호텔,202505,인스타그램,0.0,,,,3.7,3925.0,4성급 호텔,37.518644,127.0181008,서울특별시 서초구 잠원동 6-1,서울특별시,서초구,16509244.0,15152802.0,9.0,120976205.0,97933093.0,23043112.0,202505,KBEAUTY,인스타그램,2025-05-01
롯데월드,202505,인스타그램,0.0,,,,4.3,47131.0,테마파크,37.5111158,127.098167,서울특별시 송파구 송파대로 521,서울특별시,송파구,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,인스타그램,2025-05-01
파크하얏트,202505,인스타그램,0.0,,,,4.4,1834.0,5성급 호텔,37.5085791,127.0641676,서울특별시 강남구 대치동 995-14,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
광화문,202505,인스타그램,0.0,,,,4.4,13240.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,인스타그램,2025-05-01
코엑스몰,202505,인스타그램,218.0,82.0,64.0,0.3,4.3,23944.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,영동대로,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,인스타그램,2025-05-01
뚝섬,202505,인스타그램,0.0,,,,4.6,641.0,공원,37.547206,127.047405,서울특별시 성수1가제2동 뚝섬,서울특별시,성수1가제2동,7032287.0,6105130.0,15.2,37933403.0,28467722.0,9465681.0,202505,KBEAUTY,인스타그램,2025-05-01
동대문,202505,인스타그램,48.0,22.0,,1.0,4.4,7594.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5325645.0,4569274.0,16.6,19334953.0,17689231.0,1645722.0,202505,KBEAUTY,인스타그램,2025-05-01
평내호평,202505,인스타그램,0.0,,,,4.3,190.0,산봉우리,37.653229,127.244452,남양주시 평내호평역,남양주시,평내호평역,6836343.0,5492018.0,24.5,33809856.0,32940182.0,869674.0,202505,KBEAUTY,인스타그램,2025-05-01
북촌한옥마을,202505,인스타그램,8.0,4.0,,1.0,4.4,20515.0,명소,37.5814696,126.9849519,서울특별시 종로구 가회동 30-9,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,인스타그램,2025-05-01
은평한옥마을,202505,인스타그램,0.0,,,,4.2,4304.0,관광 명소,37.6415964,126.9390908,서울특별시 은평구 진관동 127-25,서울특별시,은평구,3471300.0,2849126.0,21.8,14821573.0,14281161.0,540412.0,202505,KBEAUTY,인스타그램,2025-05-01
서문시장,202505,인스타그램,6.0,6.0,,1.0,4.2,18368.0,재래시장,35.8688497,128.5807879,대구광역시 중구 큰장로26길 45,대구광역시,중구,6171746.0,5253846.0,17.5,33306332.0,31747906.0,1558426.0,202505,KBEAUTY,인스타그램,2025-05-01
갈매,202505,인스타그램,0.0,,,,5.0,1.0,공원,37.6328602,127.1174649,경기도 구리시 갈매동 285-8,경기도,구리시,4290772.0,3617341.0,18.6,10476479.0,10205583.0,270896.0,202505,KBEAUTY,인스타그램,2025-05-01
정자역,202505,인스타그램,0.0,,,,4.4,26.0,교통 허브,37.366766,127.108265,성남시 정자역,성남시,정자역,14328813.0,12612301.0,13.6,90352240.0,77141643.0,13210597.0,202505,KBEAUTY,인스타그램,2025-05-01
상동호수공원,202505,인스타그램,0.0,,,,4.4,1841.0,시티 공원,37.5040834,126.7451423,경기도 부천시 조마루로 15 상동호수공원,경기도,부천시,10888738.0,9286623.0,17.3,45852151.0,42745896.0,3106255.0,202505,KBEAUTY,인스타그램,2025-05-01
공덕,202505,인스타그램,0.0,,,,3.9,2932.0,재래시장,37.54322,126.951576,서울특별시 공덕역,서울특별시,공덕역,11146674.0,9594620.0,16.2,76579236.0,51272809.0,25306427.0,202505,KBEAUTY,인스타그램,2025-05-01
대전컨벤션센터,202505,인스타그램,0.0,,,,4.0,2173.0,컨벤션센터,36.375216,127.391775,대전광역시 유성구 엑스포로 107,대전광역시,유성구,5801505.0,4892772.0,18.6,42837627.0,41233413.0,1604214.0,202505,KBEAUTY,인스타그램,2025-05-01
이태원,202505,채널전체,8.0,,,,4.3,287.0,관광 명소,37.5385051,126.9925224,서울특별시 용산구 이태원동 213-4,서울특별시,용산구,10626241.0,8889359.0,19.5,61617878.0,44382808.0,17235070.0,202505,KBEAUTY,채널전체,2025-05-01
전주 한옥마을,202505,채널전체,0.0,,,,4.1,28793.0,관광 명소,35.8175376,127.1520417,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도,전주시,8068052.0,6515260.0,23.8,28003162.0,26948643.0,1054519.0,202505,KBEAUTY,채널전체,2025-05-01
포천시장,202505,채널전체,0.0,,,,4.1,557.0,시장,37.8982868,127.2041251,경기도 포천시 신읍동 193-13,경기도,포천시,2772115.0,2058301.0,34.7,17827797.0,17503392.0,324405.0,202505,KBEAUTY,채널전체,2025-05-01
해비치호텔,202505,채널전체,0.0,,,,4.5,5654.0,5성급 호텔,33.3233757,126.8447677,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도,서귀포시,4038937.0,3594356.0,12.4,36255589.0,27225793.0,9029796.0,202505,KBEAUTY,채널전체,2025-05-01
하남스타필드,202505,채널전체,0.0,,,,4.3,18595.0,쇼핑몰,37.5454054,127.223858,경기도 하남시 미사대로 750 스타필드 하남 1층,경기도,하남시,5378726.0,4517583.0,19.1,32886604.0,32280260.0,606344.0,202505,KBEAUTY,채널전체,2025-05-01
익선동,202505,채널전체,12.0,,,,4.2,7731.0,명소,37.5743484,126.9897057,서울특별시 종로구 익선동 93,서울특별시,종로구,13493770.0,11936438.0,13.0,81749242.0,59228708.0,22520534.0,202505,KBEAUTY,채널전체,2025-05-01
파르나스몰,202505,채널전체,0.0,,,,4.3,444.0,쇼핑몰,37.5091322,127.0608511,서울특별시 KR 서울특별시 강남구 삼성동 159-8번지 그랜드인터콘티넨탈호텔 지하1층 F34호,서울특별시,KR,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,채널전체,2025-05-01
강변,202505,채널전체,4.0,,4.0,-1.0,4.1,814.0,전자제품 판매점,37.535098,127.094695,서울특별시 광진구 강변역로 53 강변,서울특별시,광진구,7109840.0,5887682.0,20.8,37160389.0,23762863.0,13397526.0,202505,KBEAUTY,채널전체,2025-05-01
파크하얏트,202505,채널전체,0.0,,,,4.4,1834.0,5성급 호텔,37.5085791,127.0641676,서울특별시 강남구 대치동 995-14,서울특별시,강남구,19453777.0,18179983.0,7.0,213904390.0,117330411.0,96573979.0,202505,KBEAUTY,채널전체,2025-05-01
ifc몰,202505,채널전체,0.0,,,,4.4,1932.0,쇼핑몰,37.5250243,126.9258867,서울특별시 영등포구 여의동 23,서울특별시,영등포구,10714823.0,9824311.0,9.1,90025697.0,69097147.0,20928550.0,202505,KBEAUTY,채널전체,2025-05-01
잠실,202505,채널전체,208.0,80.0,36.0,1.2,4.4,10066.0,야구장,37.5067945,127.0830482,서울특별시 잠실본동 218-11,서울특별시,잠실본동,12189341.0,11070535.0,10.1,103946957.0,70970708.0,32976249.0,202505,KBEAUTY,채널전체,2025-05-01
정자역,202505,채널전체,0.0,,,,4.4,26.0,교통 허브,37.366766,127.108265,성남시 정자역,성남시,정자역,14328813.0,12612301.0,13.6,90352240.0,77141643.0,13210597.0,202505,KBEAUTY,채널전체,2025-05-01
